config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
gcc-release,dst,sum,500000,100,random,after,0,27.0283,0.004075,1600832139740968335,81360
gcc-release,dst,sum,500000,100,random,after,1,26.1336,0.003264,1600832139740968335,81404
gcc-release,dst,sum,500000,100,random,before,1,27.2736,0.003143,1600832139740968335,85256
gcc-release,dst,sum,500000,100,random,before,2,27.9034,0.005696,1600832139740968335,85268
gcc-release,dst,sum,500000,100,random,after,2,27.0049,0.004169,1600832139740968335,81400
gcc-release,dst,sum,500000,100,random,after,3,26.4022,0.005381,1600832139740968335,81376
gcc-release,dst,sum,500000,100,random,before,3,27.986,0.003461,1600832139740968335,85268
gcc-release,dst,sum,500000,100,random,before,4,26.9653,0.003166,1600832139740968335,85252
gcc-release,dst,sum,500000,100,random,after,4,26.8618,0.004306,1600832139740968335,81404
gcc-release,dst,sum,500000,100,random,after,5,25.9687,0.003409,1600832139740968335,81360
gcc-release,dst,sum,500000,100,random,before,5,26.8753,0.002901,1600832139740968335,85232
gcc-release,dst,affine,500000,500000,random,before,0,64.1252,9.9545,11025557265200150944,175108
gcc-release,dst,affine,500000,500000,random,after,0,46.8118,10.7095,11025557265200150944,167332
gcc-release,dst,affine,500000,500000,random,after,1,46.173,10.8994,11025557265200150944,167340
gcc-release,dst,affine,500000,500000,random,before,1,48.9455,10.4303,11025557265200150944,175104
gcc-release,dst,affine,500000,500000,random,before,2,47.9455,10.2003,11025557265200150944,175012
gcc-release,dst,affine,500000,500000,random,after,2,76.115,10.8158,11025557265200150944,167296
gcc-release,dst,affine,500000,500000,random,after,3,51.244,10.2225,11025557265200150944,167224
gcc-release,dst,affine,500000,500000,random,before,3,48.4688,10.2001,11025557265200150944,175092
gcc-release,dst,affine,500000,500000,random,before,4,47.9952,10.3316,11025557265200150944,175104
gcc-release,dst,affine,500000,500000,random,after,4,47.1748,11.3,11025557265200150944,167348
gcc-release,dst,affine,500000,500000,random,after,5,48.0403,10.5821,11025557265200150944,167344
gcc-release,dst,affine,500000,500000,random,before,5,48.0518,9.86369,11025557265200150944,175104
gcc-release,dst,affine,500000,500000,short,before,0,48.2568,10.3706,17278716764487211200,174944
gcc-release,dst,affine,500000,500000,short,after,0,47.6487,9.54937,17278716764487211200,167392
gcc-release,dst,affine,500000,500000,short,after,1,73.6435,12.3333,17278716764487211200,167368
gcc-release,dst,affine,500000,500000,short,before,1,49.0528,9.90313,17278716764487211200,175020
gcc-release,dst,affine,500000,500000,short,before,2,48.17,9.68216,17278716764487211200,175076
gcc-release,dst,affine,500000,500000,short,after,2,45.5816,9.7729,17278716764487211200,167392
gcc-release,dst,affine,500000,500000,short,after,3,47.7313,9.75135,17278716764487211200,167380
gcc-release,dst,affine,500000,500000,short,before,3,47.8789,9.68334,17278716764487211200,175168
gcc-release,dst,affine,500000,500000,short,before,4,48.6699,9.80158,17278716764487211200,175008
gcc-release,dst,affine,500000,500000,short,after,4,47.5865,9.99162,17278716764487211200,167312
gcc-release,dst,affine,500000,500000,short,after,5,45.3071,10.1769,17278716764487211200,167320
gcc-release,dst,affine,500000,500000,short,before,5,47.4713,9.7278,17278716764487211200,175080
gcc-release,dst,affine,500000,100,random,before,0,50.1749,0.00467,17756240319959167362,171216
gcc-release,dst,affine,500000,100,random,after,0,45.9628,0.006842,17756240319959167362,163448
