config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
gcc-assert,linear,min,524289,500000,random,before,0,6.46001,16.5368,13671779831198670799,20768
gcc-assert,linear,min,524289,500000,random,after,0,6.02492,12.1245,13671779831198670799,19444
gcc-assert,linear,min,524289,500000,random,after,1,5.88879,10.1882,13671779831198670799,19528
gcc-assert,linear,min,524289,500000,random,before,1,6.46827,15.2913,13671779831198670799,20912
gcc-assert,linear,min,524289,500000,random,before,2,6.66353,16.7442,13671779831198670799,20636
gcc-assert,linear,min,524289,500000,random,after,2,5.73517,9.77925,13671779831198670799,19604
gcc-assert,linear,min,524289,500000,random,after,3,5.9731,9.70132,13671779831198670799,19496
gcc-assert,linear,min,524289,500000,random,before,3,7.14684,16.9232,13671779831198670799,20684
gcc-assert,linear,min,524289,500000,random,before,4,6.60641,16.015,13671779831198670799,20652
gcc-assert,linear,min,524289,500000,random,after,4,5.89294,8.92325,13671779831198670799,19436
gcc-assert,linear,min,524289,500000,random,after,5,5.98809,10.9347,13671779831198670799,19604
gcc-assert,linear,min,524289,500000,random,before,5,6.7632,17.12,13671779831198670799,20724
